OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,Revenue,Total Sales,Total Revenue,Total Cost,Total Profit,Profit Margin,Discount Amount,Order Year,Order Month,Order Day,Order Quarter,Order DayOfWeek,Order WeekOfYear,Ship Year,Ship Month,Ship Day,Ship Quarter,Ship DayOfWeek,Ship WeekOfYear,Delivery Year,Delivery Month,Delivery Day,Delivery Quarter,Delivery DayOfWeek,Delivery WeekOfYear,Processing_Days,Shipping_Days,Total_Lead_Time,Delivery_Category,Order_Value_Category,High_Margin_Product,Discounted_Order,Large_Order,Is_Holiday_Season,Is_Summer
SO - 000172,Wholesale,WARE-NMK1003,10/4/2018,2018-06-08,2018-06-13,2018-06-20,USD,28,6,96,10,8,0.15,743.7,1005.0,6834.0,8040.0,6834.0,5949.6,884.3999999999996,12.94117647058823,1206.0,2018,6,8,2,4,23,2018,6,13,2,2,24,2018,6,20,2,2,25,5,7,12,Slow,Low,False,True,True,False,True
SO - 000173,Distributor,WARE-PUJ1005,10/4/2018,2018-06-08,2018-07-03,2018-07-09,USD,24,17,289,45,5,0.05,1317.42,2485.7,11807.074999999999,12428.5,11807.074999999999,6587.1,5219.9749999999985,44.21056866328027,621.425,2018,6,8,2,4,23,2018,7,3,3,1,27,2018,7,9,3,0,28,25,6,31,Very Slow,Below Avg,True,True,False,False,True
SO - 000174,In-Store,WARE-NMK1003,10/4/2018,2018-06-08,2018-06-30,2018-07-06,USD,3,7,140,22,3,0.05,2154.52,2659.9,7580.715,7979.700000000001,7580.715,6463.5599999999995,1117.1550000000007,14.736802531159668,398.985,2018,6,8,2,4,23,2018,6,30,2,5,26,2018,7,6,3,4,27,22,6,28,Very Slow,Low,False,True,False,False,True
SO - 000175,In-Store,WARE-NMK1003,10/4/2018,2018-06-09,2018-06-28,2018-07-03,USD,1,1,107,1,1,0.08,1579.32,2224.4,2046.448,2224.4,2046.448,1579.32,467.12800000000016,22.82628241714425,177.952,2018,6,9,2,5,23,2018,6,28,2,3,26,2018,7,3,3,1,27,19,5,24,Very Slow,Low,False,True,False,False,True
SO - 000176,In-Store,WARE-MKL1006,10/4/2018,2018-06-09,2018-06-12,2018-06-16,USD,11,27,338,35,7,0.2,1260.87,2472.3,13844.880000000003,17306.100000000002,13844.880000000003,8826.09,5018.790000000003,36.25015168062129,3461.2200000000003,2018,6,9,2,5,23,2018,6,12,2,1,24,2018,6,16,2,5,24,3,4,7,Standard,Below Avg,True,True,False,False,True
SO - 000177,In-Store,WARE-UHY1004,10/4/2018,2018-06-09,2018-06-23,2018-06-24,USD,5,33,232,15,5,0.05,799.24,1011.7,4805.575,5058.5,4805.575,3996.2,809.375,16.842417400623237,252.92500000000004,2018,6,9,2,5,23,2018,6,23,2,5,25,2018,6,24,2,6,25,14,1,15,Very Slow,Low,False,True,False,False,True
SO - 000178,Wholesale,WARE-UHY1004,10/4/2018,2018-06-09,2018-07-05,2018-07-13,USD,26,28,231,28,6,0.2,128.98,234.5,1125.6000000000001,1407.0,1125.6000000000001,773.8799999999999,351.72000000000025,31.247334754797464,281.40000000000003,2018,6,9,2,5,23,2018,7,5,3,3,27,2018,7,13,3,4,28,26,8,34,Very Slow,Low,True,True,False,False,True
SO - 000179,Online,WARE-NMK1003,10/4/2018,2018-06-09,2018-06-14,2018-06-17,USD,13,42,158,11,4,0.08,143.72,261.3,961.5840000000001,1045.2,961.5840000000001,574.88,386.70400000000006,40.21531140285197,83.616,2018,6,9,2,5,23,2018,6,14,2,3,24,2018,6,17,2,6,24,5,3,8,Slow,Low,True,True,False,False,True
SO - 000180,Online,WARE-XYS1001,31/12/17,2018-06-09,2018-06-27,2018-07-01,USD,18,5,36,29,7,0.1,2844.69,4006.6,25241.58,28046.2,25241.58,19912.83,5328.75,21.11100018303133,2804.6200000000003,2018,6,9,2,5,23,2018,6,27,2,2,26,2018,7,1,3,6,26,18,4,22,Very Slow,Average,False,True,False,False,True
SO - 000181,In-Store,WARE-UHY1004,10/4/2018,2018-06-09,2018-07-05,2018-07-13,USD,3,10,206,28,7,0.05,866.65,1333.3,8866.445,9333.1,8866.445,6066.55,2799.8949999999995,31.578552621710276,466.65500000000003,2018,6,9,2,5,23,2018,7,5,3,3,27,2018,7,13,3,4,28,26,8,34,Very Slow,Low,True,True,False,False,True
SO - 000182,In-Store,WARE-UHY1004,10/4/2018,2018-06-10,2018-07-07,2018-07-09,USD,10,34,255,15,5,0.05,90.45,167.5,795.625,837.5,795.625,452.25,343.375,43.15789473684211,41.875,2018,6,10,2,6,23,2018,7,7,3,5,27,2018,7,9,3,0,28,27,2,29,Very Slow,Low,True,True,False,False,True
SO - 000183,Online,WARE-MKL1006,10/4/2018,2018-06-10,2018-06-28,2018-07-02,USD,14,23,336,27,7,0.08,1821.66,3195.9,20581.596,22371.3,20581.596,12751.62,7829.976000000001,38.04358029377314,1789.7040000000002,2018,6,10,2,6,23,2018,6,28,2,3,26,2018,7,2,3,0,27,18,4,22,Very Slow,Average,True,True,False,False,True
SO - 000184,Online,WARE-PUJ1005,10/4/2018,2018-06-10,2018-06-30,2018-07-05,USD,20,18,307,15,1,0.05,809.96,1051.9,999.3050000000001,1051.9,999.3050000000001,809.96,189.34500000000003,18.94766862969764,52.595000000000006,2018,6,10,2,6,23,2018,6,30,2,5,26,2018,7,5,3,3,27,20,5,25,Very Slow,Low,False,True,False,False,True
SO - 000185,Online,WARE-XYS1001,31/12/17,2018-06-10,2018-06-30,2018-07-03,USD,15,8,9,28,4,0.1,3540.62,5447.1,19609.56,21788.4,19609.56,14162.48,5447.080000000002,27.777675786708123,2178.84,2018,6,10,2,6,23,2018,6,30,2,5,26,2018,7,3,3,1,27,20,3,23,Very Slow,Below Avg,False,True,False,False,True
SO - 000186,Online,WARE-NMK1003,10/4/2018,2018-06-10,2018-06-16,2018-06-24,USD,13,36,200,18,2,0.08,1973.15,3182.5,5855.8,6365.0,5855.8,3946.3,1909.5,32.608695652173914,509.2,2018,6,10,2,6,23,2018,6,16,2,5,24,2018,6,24,2,6,25,6,8,14,Slow,Low,True,True,False,False,True
SO - 000187,In-Store,WARE-MKL1006,31/12/17,2018-06-11,2018-06-29,2018-07-01,USD,6,47,337,30,3,0.1,632.68,891.1,2405.9700000000003,2673.3,2405.9700000000003,1898.04,507.9300000000003,21.111235800945156,267.33000000000004,2018,6,11,2,0,24,2018,6,29,2,4,26,2018,7,1,3,6,26,18,2,20,Very Slow,Low,False,True,False,False,True
SO - 000188,Online,WARE-NMK1003,31/12/17,2018-06-11,2018-06-16,2018-06-19,USD,15,27,158,31,2,0.2,2724.89,3892.7,6228.32,7785.4,6228.32,5449.78,778.54,12.5,1557.08,2018,6,11,2,0,24,2018,6,16,2,5,24,2018,6,19,2,1,25,5,3,8,Slow,Low,False,True,False,False,True
SO - 000189,Online,WARE-UHY1004,31/12/17,2018-06-11,2018-06-13,2018-06-16,USD,13,5,249,8,2,0.4,3360.05,3953.0,4743.599999999999,7906.0,4743.599999999999,6720.1,-1976.500000000001,-41.66666666666669,3162.4,2018,6,11,2,0,24,2018,6,13,2,2,24,2018,6,16,2,5,24,2,3,5,Standard,Low,False,True,False,False,True
SO - 000190,Online,WARE-NMK1003,31/12/17,2018-06-11,2018-06-28,2018-07-07,USD,20,38,185,5,2,0.3,545.51,924.6,1294.44,1849.2,1294.44,1091.02,203.42000000000007,15.714903742158775,554.76,2018,6,11,2,0,24,2018,6,28,2,3,26,2018,7,7,3,5,27,17,9,26,Very Slow,Low,False,True,False,False,True
SO - 000191,Online,WARE-NMK1003,10/4/2018,2018-06-11,2018-07-07,2018-07-08,USD,20,21,189,10,7,0.3,1989.63,3430.4,16808.96,24012.8,16808.96,13927.41,2881.5499999999993,17.14294043176972,7203.839999999999,2018,6,11,2,0,24,2018,7,7,3,5,27,2018,7,8,3,6,27,26,1,27,Very Slow,Below Avg,False,True,False,False,True
SO - 000192,Distributor,WARE-NMK1003,10/4/2018,2018-06-11,2018-06-28,2018-07-06,USD,22,24,170,43,7,0.08,622.3,1152.4,7421.456000000001,8066.800000000001,7421.456000000001,4356.099999999999,3065.3560000000016,41.30397054162958,645.344,2018,6,11,2,0,24,2018,6,28,2,3,26,2018,7,6,3,4,27,17,8,25,Very Slow,Low,True,True,False,False,True
SO - 000193,Distributor,WARE-NMK1003,10/4/2018,2018-06-11,2018-06-21,2018-06-24,USD,21,25,130,37,4,0.1,922.59,1085.4,3907.4400000000005,4341.6,3907.4400000000005,3690.36,217.08000000000038,5.555555555555564,434.1600000000001,2018,6,11,2,0,24,2018,6,21,2,3,25,2018,6,24,2,6,25,10,3,13,Slow,Low,False,True,False,False,True
SO - 000194,In-Store,WARE-NMK1003,31/12/17,2018-06-12,2018-06-16,2018-06-22,USD,5,11,149,15,5,0.1,4025.36,5031.7,22642.65,25158.5,22642.65,20126.8,2515.850000000002,11.11111111111112,2515.85,2018,6,12,2,1,24,2018,6,16,2,5,24,2018,6,22,2,4,25,4,6,10,Slow,Average,False,True,False,False,True
SO - 000195,Distributor,WARE-NMK1003,10/4/2018,2018-06-12,2018-06-28,2018-07-03,USD,24,17,99,33,7,0.15,436.84,1092.1,6497.994999999999,7644.699999999999,6497.994999999999,3057.8799999999997,3440.1149999999993,52.94117647058824,1146.7049999999997,2018,6,12,2,1,24,2018,6,28,2,3,26,2018,7,3,3,1,27,16,5,21,Very Slow,Low,True,True,False,False,True
SO - 000196,Wholesale,WARE-XYS1001,31/12/17,2018-06-12,2018-06-25,2018-06-27,USD,27,5,21,17,7,0.05,144.45,187.6,1247.54,1313.2,1247.54,1011.1499999999999,236.3900000000001,18.948490629558982,65.66000000000001,2018,6,12,2,1,24,2018,6,25,2,0,26,2018,6,27,2,2,26,13,2,15,Very Slow,Low,False,True,False,False,True
SO - 000197,Online,WARE-NMK1003,31/12/17,2018-06-12,2018-07-09,2018-07-16,USD,18,30,90,1,4,0.05,2835.17,3993.2,15174.159999999998,15972.8,15174.159999999998,11340.68,3833.4799999999977,25.263210615941826,798.64,2018,6,12,2,1,24,2018,7,9,3,0,28,2018,7,16,3,0,29,27,7,34,Very Slow,Below Avg,False,True,False,False,True
SO - 000198,Online,WARE-MKL1006,31/12/17,2018-06-12,2018-06-15,2018-06-18,USD,14,9,360,15,5,0.05,1433.93,2472.3,11743.425,12361.5,11743.425,7169.650000000001,4573.774999999999,38.94753872911863,618.075,2018,6,12,2,1,24,2018,6,15,2,4,24,2018,6,18,2,0,25,3,3,6,Standard,Below Avg,True,True,False,False,True
SO - 000199,In-Store,WARE-XYS1001,10/4/2018,2018-06-12,2018-07-05,2018-07-14,USD,4,47,23,47,4,0.05,844.2,1206.0,4582.8,4824.0,4582.8,3376.8,1206.0,26.31578947368421,241.20000000000002,2018,6,12,2,1,24,2018,7,5,3,3,27,2018,7,14,3,5,28,23,9,32,Very Slow,Low,False,True,False,False,True
SO - 000200,Online,WARE-NMK1003,31/12/17,2018-06-12,2018-06-22,2018-06-29,USD,20,5,144,40,5,0.05,985.3,1728.6,8210.85,8643.0,8210.85,4926.5,3284.3500000000004,40.00012179007046,432.15000000000003,2018,6,12,2,1,24,2018,6,22,2,4,25,2018,6,29,2,4,26,10,7,17,Very Slow,Low,True,True,False,False,True
SO - 000201,Wholesale,WARE-NMK1003,31/12/17,2018-06-12,2018-06-20,2018-06-29,USD,28,23,134,23,7,0.08,1447.74,1983.2,12771.808,13882.4,12771.808,10134.18,2637.6280000000006,20.651954680183106,1110.592,2018,6,12,2,1,24,2018,6,20,2,2,25,2018,6,29,2,4,26,8,9,17,Very Slow,Below Avg,False,True,False,False,True
SO - 000202,Online,WARE-NMK1003,10/4/2018,2018-06-12,2018-07-10,2018-07-14,USD,20,14,180,11,2,0.2,2656.55,5313.1,8500.960000000001,10626.2,8500.960000000001,5313.1,3187.8600000000006,37.5,2125.2400000000002,2018,6,12,2,1,24,2018,7,10,3,1,28,2018,7,14,3,5,28,28,4,32,Very Slow,Low,True,True,False,False,True
SO - 000203,Distributor,WARE-XYS1001,10/4/2018,2018-06-12,2018-06-17,2018-06-25,USD,20,44,58,23,5,0.08,566.15,871.0,4006.6000000000004,4355.0,4006.6000000000004,2830.75,1175.8500000000004,29.34782608695653,348.40000000000003,2018,6,12,2,1,24,2018,6,17,2,6,24,2018,6,25,2,0,26,5,8,13,Slow,Low,True,True,False,False,True
SO - 000204,Online,WARE-NMK1003,31/12/17,2018-06-13,2018-06-27,2018-07-01,USD,12,38,175,43,2,0.1,2051.41,2532.6,4558.68,5065.2,4558.68,4102.82,455.8600000000006,9.99982451060396,506.52,2018,6,13,2,2,24,2018,6,27,2,2,26,2018,7,1,3,6,26,14,4,18,Very Slow,Low,False,True,False,False,True
SO - 000205,Online,WARE-NMK1003,10/4/2018,2018-06-13,2018-06-25,2018-06-26,USD,14,14,95,1,4,0.08,4673.72,5916.1,21771.248000000003,23664.4,21771.248000000003,18694.88,3076.368000000002,14.130416409752907,1893.152,2018,6,13,2,2,24,2018,6,25,2,0,26,2018,6,26,2,1,26,12,1,13,Slow,Average,False,True,False,False,True
SO - 000206,Online,WARE-UHY1004,31/12/17,2018-06-13,2018-06-23,2018-07-01,USD,13,34,231,31,1,0.08,1443.85,2887.7,2656.6839999999997,2887.7,2656.6839999999997,1443.85,1212.8339999999998,45.65217391304348,231.016,2018,6,13,2,2,24,2018,6,23,2,5,25,2018,7,1,3,6,26,10,8,18,Very Slow,Low,True,True,False,False,True
SO - 000207,In-Store,WARE-NMK1003,31/12/17,2018-06-13,2018-06-20,2018-06-22,USD,1,13,199,11,7,0.1,1447.6,1855.9,11692.170000000002,12991.300000000001,11692.170000000002,10133.199999999999,1558.970000000003,13.333453071585538,1299.13,2018,6,13,2,2,24,2018,6,20,2,2,25,2018,6,22,2,4,25,7,2,9,Slow,Below Avg,False,True,False,False,True
SO - 000208,In-Store,WARE-XYS1001,10/4/2018,2018-06-13,2018-06-17,2018-06-19,USD,2,5,58,39,5,0.1,135.01,207.7,934.65,1038.5,934.65,675.05,259.6,27.775102979725037,103.85,2018,6,13,2,2,24,2018,6,17,2,6,24,2018,6,19,2,1,25,4,2,6,Standard,Low,False,True,False,False,True
SO - 000209,In-Store,WARE-MKL1006,31/12/17,2018-06-13,2018-06-29,2018-07-06,USD,2,2,345,3,3,0.05,772.78,1058.6,3017.0099999999998,3175.7999999999997,3017.0099999999998,2318.34,698.6699999999996,23.157695864448566,158.79,2018,6,13,2,2,24,2018,6,29,2,4,26,2018,7,6,3,4,27,16,7,23,Very Slow,Low,False,True,False,False,True
SO - 000210,Online,WARE-UHY1004,10/4/2018,2018-06-13,2018-07-03,2018-07-13,USD,13,17,241,20,7,0.1,517.37,958.1,6036.03,6706.7,6036.03,3621.59,2414.4399999999996,40.000463881060895,670.6700000000001,2018,6,13,2,2,24,2018,7,3,3,1,27,2018,7,13,3,4,28,20,10,30,Very Slow,Low,True,True,False,False,True
SO - 000211,In-Store,WARE-NMK1003,10/4/2018,2018-06-13,2018-07-08,2018-07-18,USD,6,40,186,27,7,0.2,1675.74,2659.9,14895.44,18619.3,14895.44,11730.18,3165.26,21.24985901725629,3723.86,2018,6,13,2,2,24,2018,7,8,3,6,27,2018,7,18,3,2,29,25,10,35,Very Slow,Below Avg,False,True,False,False,True
SO - 000212,In-Store,WARE-NMK1003,31/12/17,2018-06-13,2018-07-05,2018-07-13,USD,7,15,144,8,3,0.1,1707.63,2217.7,5987.79,6653.099999999999,5987.79,5122.89,864.8999999999996,14.444394342486955,665.31,2018,6,13,2,2,24,2018,7,5,3,3,27,2018,7,13,3,4,28,22,8,30,Very Slow,Low,False,True,False,False,True
SO - 000213,Online,WARE-XYS1001,31/12/17,2018-06-14,2018-06-17,2018-06-20,USD,20,12,40,11,1,0.3,857.6,1715.2,1200.6399999999999,1715.2,1200.6399999999999,857.6,343.03999999999985,28.571428571428566,514.56,2018,6,14,2,3,24,2018,6,17,2,6,24,2018,6,20,2,2,25,3,3,6,Standard,Low,False,True,False,False,True
SO - 000214,In-Store,WARE-PUJ1005,10/4/2018,2018-06-14,2018-07-06,2018-07-09,USD,6,25,288,32,7,0.15,1691.15,3932.9,23400.754999999997,27530.3,23400.754999999997,11838.050000000001,11562.704999999996,49.41167496518808,4129.545,2018,6,14,2,3,24,2018,7,6,3,4,27,2018,7,9,3,0,28,22,3,25,Very Slow,Average,True,True,False,False,True
SO - 000215,In-Store,WARE-NMK1003,31/12/17,2018-06-14,2018-06-19,2018-06-20,USD,2,13,169,40,2,0.05,1909.5,2546.0,4837.4,5092.0,4837.4,3819.0,1018.3999999999996,21.052631578947363,254.60000000000002,2018,6,14,2,3,24,2018,6,19,2,1,25,2018,6,20,2,2,25,5,1,6,Standard,Low,False,True,False,False,True
SO - 000216,Online,WARE-PUJ1005,31/12/17,2018-06-14,2018-06-26,2018-07-01,USD,15,18,277,21,1,0.08,603.0,837.5,770.5,837.5,770.5,603.0,167.5,21.73913043478261,67.0,2018,6,14,2,3,24,2018,6,26,2,1,26,2018,7,1,3,6,26,12,5,17,Very Slow,Low,False,True,False,False,True
SO - 000217,Online,WARE-UHY1004,10/4/2018,2018-06-14,2018-06-26,2018-07-05,USD,16,3,219,12,3,0.15,1302.48,1809.0,4612.95,5427.0,4612.95,3907.44,705.5099999999998,15.294117647058819,814.05,2018,6,14,2,3,24,2018,6,26,2,1,26,2018,7,5,3,3,27,12,9,21,Very Slow,Low,False,True,False,False,True
SO - 000218,Wholesale,WARE-PUJ1005,10/4/2018,2018-06-14,2018-06-29,2018-07-03,USD,26,25,306,11,8,0.08,514.56,857.6,6311.936000000001,6860.8,6311.936000000001,4116.48,2195.456000000001,34.782608695652186,548.864,2018,6,14,2,3,24,2018,6,29,2,4,26,2018,7,3,3,1,27,15,4,19,Very Slow,Low,True,True,True,False,True
SO - 000219,In-Store,WARE-XYS1001,31/12/17,2018-06-14,2018-06-30,2018-07-07,USD,8,11,7,22,6,0.05,1101.68,1748.7,9967.59,10492.2,9967.59,6610.08,3357.51,33.68427072140808,524.61,2018,6,14,2,3,24,2018,6,30,2,5,26,2018,7,7,3,5,27,16,7,23,Very Slow,Low,True,True,False,False,True
SO - 000220,Wholesale,WARE-NBV1002,31/12/17,2018-06-14,2018-06-16,2018-06-17,USD,28,44,78,4,1,0.08,582.5,1266.3,1164.996,1266.3,1164.996,582.5,582.4960000000001,49.999828325590826,101.304,2018,6,14,2,3,24,2018,6,16,2,5,24,2018,6,17,2,6,24,2,1,3,Express,Low,True,True,False,False,True
SO - 000221,In-Store,WARE-XYS1001,31/12/17,2018-06-14,2018-06-16,2018-06-22,USD,3,30,28,9,5,0.1,3591.54,5058.5,22763.25,25292.5,22763.25,17957.7,4805.549999999999,21.111001284965898,2529.25,2018,6,14,2,3,24,2018,6,16,2,5,24,2018,6,22,2,4,25,2,6,8,Slow,Average,False,True,False,False,True
SO - 000222,Distributor,WARE-XYS1001,10/4/2018,2018-06-14,2018-06-28,2018-07-06,USD,22,38,39,6,7,0.05,795.22,958.1,6371.365,6706.7,6371.365,5566.54,804.8249999999998,12.631908547069582,335.33500000000004,2018,6,14,2,3,24,2018,6,28,2,3,26,2018,7,6,3,4,27,14,8,22,Very Slow,Low,False,True,False,False,True
SO - 000223,Online,WARE-NMK1003,31/12/17,2018-06-14,2018-07-10,2018-07-14,USD,19,47,122,2,8,0.15,756.97,1802.3,12255.64,14418.4,12255.64,6055.76,6199.879999999999,50.58797418984239,2162.7599999999998,2018,6,14,2,3,24,2018,7,10,3,1,28,2018,7,14,3,5,28,26,4,30,Very Slow,Below Avg,True,True,True,False,True
SO - 000224,In-Store,WARE-XYS1001,10/4/2018,2018-06-15,2018-07-07,2018-07-16,USD,4,17,48,32,4,0.08,4534.56,6298.0,23176.64,25192.0,23176.64,18138.24,5038.399999999998,21.7391304347826,2015.3600000000001,2018,6,15,2,4,24,2018,7,7,3,5,27,2018,7,16,3,0,29,22,9,31,Very Slow,Average,False,True,False,False,True
SO - 000225,Online,WARE-XYS1001,31/12/17,2018-06-15,2018-07-02,2018-07-06,USD,18,28,1,30,1,0.1,1824.34,2499.1,2249.19,2499.1,2249.19,1824.34,424.85000000000014,18.889022270239515,249.91,2018,6,15,2,4,24,2018,7,2,3,0,27,2018,7,6,3,4,27,17,4,21,Very Slow,Low,False,True,False,False,True
SO - 000226,In-Store,WARE-NMK1003,10/4/2018,2018-06-15,2018-06-19,2018-06-23,USD,8,5,198,23,3,0.1,705.51,871.0,2351.7000000000003,2613.0,2351.7000000000003,2116.5299999999997,235.17000000000053,10.000000000000021,261.3,2018,6,15,2,4,24,2018,6,19,2,1,25,2018,6,23,2,5,25,4,4,8,Slow,Low,False,True,False,False,True
SO - 000227,In-Store,WARE-UHY1004,31/12/17,2018-06-15,2018-07-12,2018-07-18,USD,1,32,242,5,1,0.05,360.19,750.4,712.88,750.4,712.88,360.19,352.69,49.4739647626529,37.52,2018,6,15,2,4,24,2018,7,12,3,3,28,2018,7,18,3,2,29,27,6,33,Very Slow,Low,True,True,False,False,True
SO - 000228,Wholesale,WARE-NMK1003,10/4/2018,2018-06-15,2018-06-23,2018-06-27,USD,27,21,200,14,8,0.08,504.11,763.8,5621.568,6110.4,5621.568,4032.88,1588.688,28.260584947117955,488.832,2018,6,15,2,4,24,2018,6,23,2,5,25,2018,6,27,2,2,26,8,4,12,Slow,Low,False,True,True,False,True
SO - 000229,In-Store,WARE-PUJ1005,31/12/17,2018-06-15,2018-06-26,2018-07-02,USD,5,49,304,25,6,0.1,565.61,844.2,4558.680000000001,5065.200000000001,4558.680000000001,3393.66,1165.0200000000013,25.556082023743738,506.5200000000001,2018,6,15,2,4,24,2018,6,26,2,1,26,2018,7,2,3,0,27,11,6,17,Very Slow,Low,False,True,False,False,True
SO - 000230,In-Store,WARE-XYS1001,10/4/2018,2018-06-15,2018-07-05,2018-07-14,USD,2,6,31,27,7,0.05,112.36,261.3,1737.645,1829.1000000000001,1737.645,786.52,951.125,54.73643926118395,91.45500000000001,2018,6,15,2,4,24,2018,7,5,3,3,27,2018,7,14,3,5,28,20,9,29,Very Slow,Low,True,True,False,False,True
SO - 000231,Online,WARE-NBV1002,31/12/17,2018-06-15,2018-07-06,2018-07-16,USD,19,47,71,33,2,0.05,2359.94,3999.9,7599.8099999999995,7999.8,7599.8099999999995,4719.88,2879.9299999999994,37.89476315855264,399.99,2018,6,15,2,4,24,2018,7,6,3,4,27,2018,7,16,3,0,29,21,10,31,Very Slow,Low,True,True,False,False,True
SO - 000232,In-Store,WARE-UHY1004,31/12/17,2018-06-15,2018-06-25,2018-07-03,USD,4,32,250,18,6,0.05,811.91,1112.2,6339.54,6673.200000000001,6339.54,4871.46,1468.08,23.15751616047852,333.66,2018,6,15,2,4,24,2018,6,25,2,0,26,2018,7,3,3,1,27,10,8,18,Very Slow,Low,False,True,False,False,True
SO - 000233,In-Store,WARE-NMK1003,10/4/2018,2018-06-15,2018-06-26,2018-07-04,USD,10,18,167,2,2,0.08,1843.17,2633.1,4844.904,5266.2,4844.904,3686.34,1158.5640000000003,23.913043478260875,421.296,2018,6,15,2,4,24,2018,6,26,2,1,26,2018,7,4,3,2,27,11,8,19,Very Slow,Low,False,True,False,False,True
SO - 000234,Distributor,WARE-NMK1003,31/12/17,2018-06-15,2018-07-09,2018-07-13,USD,22,8,132,4,6,0.2,631.41,1018.4,4888.32,6110.4,4888.32,3788.46,1099.8599999999997,22.499754516889233,1222.08,2018,6,15,2,4,24,2018,7,9,3,0,28,2018,7,13,3,4,28,24,4,28,Very Slow,Low,False,True,False,False,True
SO - 000235,In-Store,WARE-XYS1001,10/4/2018,2018-06-15,2018-06-27,2018-06-30,USD,1,24,56,21,4,0.15,3444.74,5219.3,17745.62,20877.2,17745.62,13778.96,3966.66,22.352896094923704,3131.58,2018,6,15,2,4,24,2018,6,27,2,2,26,2018,6,30,2,5,26,12,3,15,Very Slow,Below Avg,False,True,False,False,True
SO - 000236,Distributor,WARE-UHY1004,10/4/2018,2018-06-15,2018-07-13,2018-07-20,USD,21,11,259,26,1,0.15,2359.94,3999.9,3399.915,3999.9,3399.915,2359.94,1039.975,30.588264706617665,599.985,2018,6,15,2,4,24,2018,7,13,3,4,28,2018,7,20,3,4,29,28,7,35,Very Slow,Low,True,True,False,False,True
SO - 000237,Online,WARE-MKL1006,10/4/2018,2018-06-16,2018-06-27,2018-07-01,USD,20,50,341,25,5,0.4,1084.8,1721.9,5165.7,8609.5,5165.7,5424.0,-258.3000000000002,-5.0002903769092315,3443.8000000000006,2018,6,16,2,5,24,2018,6,27,2,2,26,2018,7,1,3,6,26,11,4,15,Very Slow,Low,False,True,False,False,True
SO - 000238,In-Store,WARE-NMK1003,31/12/17,2018-06-16,2018-07-05,2018-07-12,USD,10,7,195,37,6,0.15,456.94,737.0,3758.7,4422.0,3758.7,2741.64,1017.06,27.058823529411764,663.3,2018,6,16,2,5,24,2018,7,5,3,3,27,2018,7,12,3,3,28,19,7,26,Very Slow,Low,False,True,False,False,True
SO - 000239,Online,WARE-XYS1001,10/4/2018,2018-06-16,2018-07-07,2018-07-15,USD,19,2,33,40,3,0.05,695.06,1219.4,3475.29,3658.2000000000003,3475.29,2085.18,1390.1100000000001,39.999827352537494,182.91000000000003,2018,6,16,2,5,24,2018,7,7,3,5,27,2018,7,15,3,6,28,21,8,29,Very Slow,Low,True,True,False,False,True
SO - 000240,In-Store,WARE-PUJ1005,31/12/17,2018-06-16,2018-07-12,2018-07-17,USD,2,18,279,41,8,0.05,712.88,891.1,6772.36,7128.8,6772.36,5703.04,1069.3199999999997,15.789473684210522,356.44000000000005,2018,6,16,2,5,24,2018,7,12,3,3,28,2018,7,17,3,1,29,26,5,31,Very Slow,Low,False,True,True,False,True
SO - 000241,In-Store,WARE-NMK1003,10/4/2018,2018-06-16,2018-07-14,2018-07-18,USD,7,28,148,9,1,0.15,743.43,978.2,831.47,978.2,831.47,743.43,88.04000000000008,10.588475831960272,146.73,2018,6,16,2,5,24,2018,7,14,3,5,28,2018,7,18,3,2,29,28,4,32,Very Slow,Low,False,True,False,False,True
SO - 000242,In-Store,WARE-NMK1003,10/4/2018,2018-06-16,2018-07-01,2018-07-10,USD,11,47,170,17,1,0.15,1657.45,3946.3,3354.355,3946.3,3354.355,1657.45,1696.905,50.588116046154916,591.945,2018,6,16,2,5,24,2018,7,1,3,6,26,2018,7,10,3,1,28,15,9,24,Very Slow,Low,True,True,False,False,True
SO - 000243,In-Store,WARE-NMK1003,10/4/2018,2018-06-16,2018-07-05,2018-07-06,USD,3,27,181,38,2,0.4,922.86,1299.8,1559.76,2599.6,1559.76,1845.72,-285.96000000000004,-18.333589783043546,1039.84,2018,6,16,2,5,24,2018,7,5,3,3,27,2018,7,6,3,4,27,19,1,20,Very Slow,Low,False,True,False,False,True
SO - 000244,Online,WARE-NBV1002,10/4/2018,2018-06-17,2018-07-14,2018-07-24,USD,19,21,77,12,4,0.05,2791.49,5815.6,22099.28,23262.4,22099.28,11165.96,10933.32,49.47364801025192,1163.1200000000001,2018,6,17,2,6,24,2018,7,14,3,5,28,2018,7,24,3,1,30,27,10,37,Very Slow,Average,True,True,False,False,True
SO - 000245,In-Store,WARE-NMK1003,10/4/2018,2018-06-17,2018-07-08,2018-07-10,USD,3,43,122,23,6,0.15,655.26,1092.1,5569.709999999999,6552.599999999999,5569.709999999999,3931.56,1638.1499999999992,29.411764705882344,982.8899999999999,2018,6,17,2,6,24,2018,7,8,3,6,27,2018,7,10,3,1,28,21,2,23,Very Slow,Low,True,True,False,False,True
